experiment,weight_set,alpha,n_assets,n_periods,n_tail_obs,total_cvar,total_var,herfindahl_index,effective_n,max_rc_asset,max_rc_pct,min_rc_asset,min_rc_pct,additivity_error,euler_check_pass,top1_asset,top1_pct,top2_asset,top2_pct,top3_asset,top3_pct
A1_n3_PC,classical_slsqp,0.05,10,1005,51,0.030823578698964967,0.018189738947814834,0.18713844012113118,5.3436375730861005,LIN,25.2521920883923,JPM,0.0,2.251164269948968e-16,True,LIN,25.2522,PG,24.75,NEE,19.0067
A1_n3_PC,classical_markowitz,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
A1_n3_PC,classical_risk_parity,0.05,10,1005,51,0.03420744303901089,0.018743045703303964,0.10040616291844158,9.959548009142477,XOM,10.969936538020306,NEE,8.693032941491225,2.0284748836660388e-16,True,XOM,10.9699,AAPL,10.6901,UNH,10.4275
A1_n3_PC,oos_equal_weight,0.05,10,501,26,0.0193058855737227,0.013492446531317391,0.11314960805029288,8.837856509016971,AAPL,14.199459780164748,PG,1.9786183151379624,1.797092880668323e-16,True,AAPL,14.1995,CAT,13.6888,GOOGL,12.9747
A1_n3_PC,oos_quantum_cvar,0.05,10,501,26,0.017833410046109634,0.011440609185976194,0.2358790353977853,4.239461121729639,NEE,32.03179392263872,UNH,1.276668364876137,0.0,True,NEE,32.0318,PG,30.2367,LIN,18.9965
A1_n3_PC,oos_classical_cvar,0.05,10,501,26,0.01730441567263049,0.011574003206566064,0.24038414212075013,4.160008190131271,PG,41.22139471925409,MSFT,0.734810075286477,0.0,True,PG,41.2214,CAT,18.8436,NEE,15.9403
A1_n3_PC,oos_inverse_vol,0.05,10,501,26,0.018674024949917108,0.013433162431575378,0.10815027958005662,9.246393110428947,UNH,14.337481648894848,PG,5.133299721994833,1.857899923159752e-16,True,UNH,14.3375,AAPL,13.1871,GOOGL,11.8873
A1_n5_PA,initial_equal_weight,0.05,10,1005,51,0.03723227742586289,0.022051258028494364,0.11916193414456788,8.391941664750043,OXY,17.36475549015394,CLX,3.1364569994262825,0.0,True,OXY,17.3648,AAL,15.5182,NFLX,13.6632
A1_n5_PA,quantum_optimal,0.05,10,1005,51,0.02768979587236275,0.016120868174297948,0.21113501144174165,4.736305898161894,CLX,30.679052931697658,AAP,2.00087319695289,1.2529694938691665e-16,True,CLX,30.6791,CBOE,27.7689,CHRW,16.4582
A1_n5_PA,classical_slsqp,0.05,10,1005,51,0.027168598140584223,0.015979470039889036,0.22309127780875068,4.48247017912224,CBOE,28.62139038308525,NFLX,0.0,1.277006245961162e-16,True,CBOE,28.6214,CLX,26.7612,CHRW,21.8125
A1_n5_PA,classical_markowitz,0.05,10,1005,51,0.02789679400014914,0.01644103849374224,0.20101383205110562,4.974782032640225,CLX,30.898366566352237,OXY,3.402940804340109e-16,1.2436722843259128e-16,True,CLX,30.8984,CHRW,20.7856,NEM,17.7931
A1_n5_PA,classical_risk_parity,0.05,10,1005,51,0.0327576194266054,0.019307688054749483,0.10180109832222996,9.823076729827712,NFLX,13.350974679423016,DXCM,8.640020696290469,0.0,True,NFLX,13.351,AAP,11.4209,CLX,10.3423
A1_n5_PA,oos_equal_weight,0.05,10,501,26,0.027031708298093253,0.01718249094672937,0.1730902493002707,5.777332946497964,FMC,27.306487495021525,CBOE,-0.8938524875288832,1.2834730656657062e-16,True,FMC,27.3065,AAP,20.5083,DXCM,16.6545
A1_n5_PA,oos_quantum_cvar,0.05,10,501,26,0.01838523012680502,0.0144394097012729,0.2174863022533021,4.5979907223550995,CLX,35.57118806739299,NFLX,0.24487045988987052,0.0,True,CLX,35.5712,CBOE,23.7473,CHRW,11.5766
A1_n5_PA,oos_classical_cvar,0.05,10,501,26,0.01886560599587444,0.014526547122628925,0.2033422516979272,4.917817087446926,CLX,31.328463794681277,NFLX,-0.0,0.0,True,CLX,31.3285,CBOE,22.2336,CHRW,14.53
A1_n5_PA,oos_inverse_vol,0.05,10,501,26,0.024665935366934504,0.015720340504769066,0.1823850036986299,5.482906926121975,FMC,32.16546982835949,CBOE,0.8170910143466822,0.0,True,FMC,32.1655,AAP,19.7151,DXCM,14.1107
A1_n5_PB,initial_equal_weight,0.05,10,1005,51,0.047654276217407164,0.02876418229521975,0.10539438359374595,9.488171626437023,IVZ,13.41977781089334,BRK-B,6.171807006993363,2.912181006485392e-16,True,IVZ,13.4198,AIG,12.535,AMP,12.2066
A1_n5_PB,quantum_optimal,0.05,10,1005,51,0.03834616509391693,0.022001382431496665,0.20494975710109684,4.87924462143531,ITW,30.54773525238762,BAC,2.1168233497055637,1.8095405073525342e-16,True,ITW,30.5477,BRK-B,25.1552,MCO,19.5267
A1_n5_PB,classical_slsqp,0.05,10,1005,51,0.037477020815738026,0.021803113174012616,0.27141821537855576,3.6843510985630337,MCO,34.27048764912978,AMP,3.4398653203361294e-16,0.0,True,MCO,34.2705,ITW,29.234,BRK-B,24.692
A1_n5_PB,classical_markowitz,0.05,10,1005,51,0.03849497978524345,0.02237332849762955,0.1873479030432532,5.337663159054036,BRK-B,22.46475786644637,AIG,0.0,1.8025451481252582e-16,True,BRK-B,22.4648,MCO,22.1034,ITW,21.8127
A1_n5_PB,classical_risk_parity,0.05,10,1005,51,0.04524799415641071,0.02681114399642238,0.10014861826856142,9.985160227756426,AIG,10.756527132869621,TROW,9.439218886294919,1.5335251944917379e-16,True,AIG,10.7565,L,10.4348,MCO,10.251
A1_n5_PB,oos_equal_weight,0.05,10,501,26,0.028428089465468317,0.01686799161922508,0.10920009332215119,9.157501331522676,IVZ,15.812824674373182,BRK-B,6.053420875510422,1.220429166078093e-16,True,IVZ,15.8128,PRU,12.8949,TROW,11.4863
A1_n5_PB,oos_quantum_cvar,0.05,10,501,26,0.02358775506498154,0.014574359619988878,0.2077130735402396,4.814333459883415,ITW,28.895413214462966,AIG,1.8779232553680663,1.4708678050944406e-16,True,ITW,28.8954,MCO,24.5718,BRK-B,23.0202
A1_n5_PB,oos_classical_cvar,0.05,10,501,26,0.023822606697868697,0.014091374041561052,0.30549250506790154,3.2734027297256634,MCO,42.744303628211334,BAC,0.0,1.4563674731127827e-16,True,MCO,42.7443,ITW,26.5531,BRK-B,22.0216
A1_n5_PB,oos_inverse_vol,0.05,10,501,26,0.026938453560556293,0.01572062006247574,0.10270237341237809,9.736873324092782,IVZ,11.751792832684128,AIG,7.257736413189499,0.0,True,IVZ,11.7518,TROW,11.6672,PRU,11.6547
A1_n5_PC,initial_equal_weight,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
A1_n5_PC,quantum_optimal,0.05,10,1005,51,0.03104995972615427,0.018442983045281167,0.17177820857163636,5.821460174227931,PG,25.291387181714793,GOOGL,4.267148332830958,1.1173756689388191e-16,True,PG,25.2914,LIN,22.5629,NEE,20.6715
A1_n5_PC,classical_slsqp,0.05,10,1005,51,0.030823578698964967,0.018189738947814834,0.18713844012113118,5.3436375730861005,LIN,25.2521920883923,JPM,0.0,2.251164269948968e-16,True,LIN,25.2522,PG,24.75,NEE,19.0067
A1_n5_PC,classical_markowitz,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
A1_n5_PC,classical_risk_parity,0.05,10,1005,51,0.03420744303901089,0.018743045703303964,0.10040616291844158,9.959548009142477,XOM,10.969936538020306,NEE,8.693032941491225,2.0284748836660388e-16,True,XOM,10.9699,AAPL,10.6901,UNH,10.4275
A1_n5_PC,oos_equal_weight,0.05,10,501,26,0.0193058855737227,0.013492446531317391,0.11314960805029288,8.837856509016971,AAPL,14.199459780164748,PG,1.9786183151379624,1.797092880668323e-16,True,AAPL,14.1995,CAT,13.6888,GOOGL,12.9747
A1_n5_PC,oos_quantum_cvar,0.05,10,501,26,0.017769167044104958,0.011318142461846446,0.23459491136648705,4.262667055202181,NEE,31.849244973878076,UNH,1.3962762828036113,0.0,True,NEE,31.8492,PG,30.3474,LIN,18.7438
A1_n5_PC,oos_classical_cvar,0.05,10,501,26,0.01730441567263049,0.011574003206566064,0.24038414212075013,4.160008190131271,PG,41.22139471925409,MSFT,0.734810075286477,0.0,True,PG,41.2214,CAT,18.8436,NEE,15.9403
A1_n5_PC,oos_inverse_vol,0.05,10,501,26,0.018674024949917108,0.013433162431575378,0.10815027958005662,9.246393110428947,UNH,14.337481648894848,PG,5.133299721994833,1.857899923159752e-16,True,UNH,14.3375,AAPL,13.1871,GOOGL,11.8873
A1_n6_PA,initial_equal_weight,0.05,10,1005,51,0.03723227742586289,0.022051258028494364,0.11916193414456788,8.391941664750043,OXY,17.36475549015394,CLX,3.1364569994262825,0.0,True,OXY,17.3648,AAL,15.5182,NFLX,13.6632
A1_n6_PA,quantum_optimal,0.05,10,1005,51,0.027696226847608044,0.01606501047493222,0.2120453070127226,4.715973270467149,CLX,30.68291448356445,AAP,2.0074283636064534,2.5053571167244567e-16,True,CLX,30.6829,CBOE,28.0499,CHRW,16.3192
A1_n6_PA,classical_slsqp,0.05,10,1005,51,0.027168598140584223,0.015979470039889036,0.22309127780875068,4.48247017912224,CBOE,28.62139038308525,NFLX,0.0,1.277006245961162e-16,True,CBOE,28.6214,CLX,26.7612,CHRW,21.8125
A1_n6_PA,classical_markowitz,0.05,10,1005,51,0.02789679400014914,0.01644103849374224,0.20101383205110562,4.974782032640225,CLX,30.898366566352237,OXY,3.402940804340109e-16,1.2436722843259128e-16,True,CLX,30.8984,CHRW,20.7856,NEM,17.7931
A1_n6_PA,classical_risk_parity,0.05,10,1005,51,0.0327576194266054,0.019307688054749483,0.10180109832222996,9.823076729827712,NFLX,13.350974679423016,DXCM,8.640020696290469,0.0,True,NFLX,13.351,AAP,11.4209,CLX,10.3423
A1_n6_PA,oos_equal_weight,0.05,10,501,26,0.027031708298093253,0.01718249094672937,0.1730902493002707,5.777332946497964,FMC,27.306487495021525,CBOE,-0.8938524875288832,1.2834730656657062e-16,True,FMC,27.3065,AAP,20.5083,DXCM,16.6545
A1_n6_PA,oos_quantum_cvar,0.05,10,501,26,0.018352183938718035,0.014370804250798789,0.21869878674671425,4.572499074529155,CLX,35.648002699049,NFLX,0.24938286015310845,1.8904817887280715e-16,True,CLX,35.648,CBOE,24.0363,CHRW,11.5022
A1_n6_PA,oos_classical_cvar,0.05,10,501,26,0.01886560599587444,0.014526547122628925,0.2033422516979272,4.917817087446926,CLX,31.328463794681277,NFLX,-0.0,0.0,True,CLX,31.3285,CBOE,22.2336,CHRW,14.53
A1_n6_PA,oos_inverse_vol,0.05,10,501,26,0.024665935366934504,0.015720340504769066,0.1823850036986299,5.482906926121975,FMC,32.16546982835949,CBOE,0.8170910143466822,0.0,True,FMC,32.1655,AAP,19.7151,DXCM,14.1107
A1_n6_PB,initial_equal_weight,0.05,10,1005,51,0.047654276217407164,0.02876418229521975,0.10539438359374595,9.488171626437023,IVZ,13.41977781089334,BRK-B,6.171807006993363,2.912181006485392e-16,True,IVZ,13.4198,AIG,12.535,AMP,12.2066
A1_n6_PB,quantum_optimal,0.05,10,1005,51,0.03835533880630508,0.02200604134468155,0.2044210438482773,4.891864267859853,ITW,30.53554579771498,BAC,2.0978990987508337,0.0,True,ITW,30.5355,BRK-B,25.1452,MCO,19.3758
A1_n6_PB,classical_slsqp,0.05,10,1005,51,0.037477020815738026,0.021803113174012616,0.27141821537855576,3.6843510985630337,MCO,34.27048764912978,AMP,3.4398653203361294e-16,0.0,True,MCO,34.2705,ITW,29.234,BRK-B,24.692
A1_n6_PB,classical_markowitz,0.05,10,1005,51,0.03849497978524345,0.02237332849762955,0.1873479030432532,5.337663159054036,BRK-B,22.46475786644637,AIG,0.0,1.8025451481252582e-16,True,BRK-B,22.4648,MCO,22.1034,ITW,21.8127
A1_n6_PB,classical_risk_parity,0.05,10,1005,51,0.04524799415641071,0.02681114399642238,0.10014861826856142,9.985160227756426,AIG,10.756527132869621,TROW,9.439218886294919,1.5335251944917379e-16,True,AIG,10.7565,L,10.4348,MCO,10.251
A1_n6_PB,oos_equal_weight,0.05,10,501,26,0.028428089465468317,0.01686799161922508,0.10920009332215119,9.157501331522676,IVZ,15.812824674373182,BRK-B,6.053420875510422,1.220429166078093e-16,True,IVZ,15.8128,PRU,12.8949,TROW,11.4863
A1_n6_PB,oos_quantum_cvar,0.05,10,501,26,0.02358384636299137,0.014572957256809235,0.20705967885012458,4.829525504691945,ITW,28.8972461942707,AIG,1.887683890063217,0.0,True,ITW,28.8972,MCO,24.3893,BRK-B,23.0216
A1_n6_PB,oos_classical_cvar,0.05,10,501,26,0.023822606697868697,0.014091374041561052,0.30549250506790154,3.2734027297256634,MCO,42.744303628211334,BAC,0.0,1.4563674731127827e-16,True,MCO,42.7443,ITW,26.5531,BRK-B,22.0216
A1_n6_PB,oos_inverse_vol,0.05,10,501,26,0.026938453560556293,0.01572062006247574,0.10270237341237809,9.736873324092782,IVZ,11.751792832684128,AIG,7.257736413189499,0.0,True,IVZ,11.7518,TROW,11.6672,PRU,11.6547
A1_n6_PC,initial_equal_weight,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
A1_n6_PC,quantum_optimal,0.05,10,1005,51,0.031044667209429926,0.018306208502063197,0.1698142206943043,5.888788323565535,PG,25.536669704050514,GOOGL,4.217662996915459,1.1175661599296016e-16,True,PG,25.5367,LIN,21.9088,NEE,20.4464
A1_n6_PC,classical_slsqp,0.05,10,1005,51,0.030823578698964967,0.018189738947814834,0.18713844012113118,5.3436375730861005,LIN,25.2521920883923,JPM,0.0,2.251164269948968e-16,True,LIN,25.2522,PG,24.75,NEE,19.0067
A1_n6_PC,classical_markowitz,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
A1_n6_PC,classical_risk_parity,0.05,10,1005,51,0.03420744303901089,0.018743045703303964,0.10040616291844158,9.959548009142477,XOM,10.969936538020306,NEE,8.693032941491225,2.0284748836660388e-16,True,XOM,10.9699,AAPL,10.6901,UNH,10.4275
A1_n6_PC,oos_equal_weight,0.05,10,501,26,0.0193058855737227,0.013492446531317391,0.11314960805029288,8.837856509016971,AAPL,14.199459780164748,PG,1.9786183151379624,1.797092880668323e-16,True,AAPL,14.1995,CAT,13.6888,GOOGL,12.9747
A1_n6_PC,oos_quantum_cvar,0.05,10,501,26,0.01770506194531845,0.01114774314259513,0.23456715080648627,4.263171533447077,NEE,31.885842492289925,UNH,1.6129159592321936,0.0,True,NEE,31.8858,PG,30.4548,LIN,18.5033
A1_n6_PC,oos_classical_cvar,0.05,10,501,26,0.01730441567263049,0.011574003206566064,0.24038414212075013,4.160008190131271,PG,41.22139471925409,MSFT,0.734810075286477,0.0,True,PG,41.2214,CAT,18.8436,NEE,15.9403
A1_n6_PC,oos_inverse_vol,0.05,10,501,26,0.018674024949917108,0.013433162431575378,0.10815027958005662,9.246393110428947,UNH,14.337481648894848,PG,5.133299721994833,1.857899923159752e-16,True,UNH,14.3375,AAPL,13.1871,GOOGL,11.8873
A1_PA,initial_equal_weight,0.05,10,1005,51,0.03723227742586289,0.022051258028494364,0.11916193414456788,8.391941664750043,OXY,17.36475549015394,CLX,3.1364569994262825,0.0,True,OXY,17.3648,AAL,15.5182,NFLX,13.6632
A1_PA,quantum_optimal,0.05,10,1005,51,0.027681494639785812,0.016138331353948914,0.21023030860734712,4.756688065695262,CLX,30.523321291481935,AAP,1.9834544206946576,1.253345239157337e-16,True,CLX,30.5233,CBOE,27.6158,CHRW,16.7348
A1_PA,classical_slsqp,0.05,10,1005,51,0.027168598140584223,0.015979470039889036,0.22309127780875068,4.48247017912224,CBOE,28.62139038308525,NFLX,0.0,1.277006245961162e-16,True,CBOE,28.6214,CLX,26.7612,CHRW,21.8125
A1_PA,classical_markowitz,0.05,10,1005,51,0.02789679400014914,0.01644103849374224,0.20101383205110562,4.974782032640225,CLX,30.898366566352237,OXY,3.402940804340109e-16,1.2436722843259128e-16,True,CLX,30.8984,CHRW,20.7856,NEM,17.7931
A1_PA,classical_risk_parity,0.05,10,1005,51,0.0327576194266054,0.019307688054749483,0.10180109832222996,9.823076729827712,NFLX,13.350974679423016,DXCM,8.640020696290469,0.0,True,NFLX,13.351,AAP,11.4209,CLX,10.3423
A1_PA,oos_equal_weight,0.05,10,501,26,0.027031708298093253,0.01718249094672937,0.1730902493002707,5.777332946497964,FMC,27.306487495021525,CBOE,-0.8938524875288832,1.2834730656657062e-16,True,FMC,27.3065,AAP,20.5083,DXCM,16.6545
A1_PA,oos_quantum_cvar,0.05,10,501,26,0.018393816670219422,0.014413855958906962,0.216023497080358,4.62912606043042,CLX,35.36349730908379,NFLX,0.24494747127382838,0.0,True,CLX,35.3635,CBOE,23.5983,CHRW,11.7622
A1_PA,oos_classical_cvar,0.05,10,501,26,0.01886560599587444,0.014526547122628925,0.2033422516979272,4.917817087446926,CLX,31.328463794681277,NFLX,-0.0,0.0,True,CLX,31.3285,CBOE,22.2336,CHRW,14.53
A1_PA,oos_inverse_vol,0.05,10,501,26,0.024665935366934504,0.015720340504769066,0.1823850036986299,5.482906926121975,FMC,32.16546982835949,CBOE,0.8170910143466822,0.0,True,FMC,32.1655,AAP,19.7151,DXCM,14.1107
A1_PB,initial_equal_weight,0.05,10,1005,51,0.047654276217407164,0.02876418229521975,0.10539438359374595,9.488171626437023,IVZ,13.41977781089334,BRK-B,6.171807006993363,2.912181006485392e-16,True,IVZ,13.4198,AIG,12.535,AMP,12.2066
A1_PB,quantum_optimal,0.05,10,1005,51,0.03833870231162377,0.021995700036738654,0.20455577116180845,4.888642321457537,ITW,30.549405013175633,BAC,2.0566415917867618,0.0,True,ITW,30.5494,BRK-B,25.1566,MCO,19.3559
A1_PB,classical_slsqp,0.05,10,1005,51,0.037477020815738026,0.021803113174012616,0.27141821537855576,3.6843510985630337,MCO,34.27048764912978,AMP,3.4398653203361294e-16,0.0,True,MCO,34.2705,ITW,29.234,BRK-B,24.692
A1_PB,classical_markowitz,0.05,10,1005,51,0.03849497978524345,0.02237332849762955,0.1873479030432532,5.337663159054036,BRK-B,22.46475786644637,AIG,0.0,1.8025451481252582e-16,True,BRK-B,22.4648,MCO,22.1034,ITW,21.8127
A1_PB,classical_risk_parity,0.05,10,1005,51,0.04524799415641071,0.02681114399642238,0.10014861826856142,9.985160227756426,AIG,10.756527132869621,TROW,9.439218886294919,1.5335251944917379e-16,True,AIG,10.7565,L,10.4348,MCO,10.251
A1_PB,oos_equal_weight,0.05,10,501,26,0.028428089465468317,0.01686799161922508,0.10920009332215119,9.157501331522676,IVZ,15.812824674373182,BRK-B,6.053420875510422,1.220429166078093e-16,True,IVZ,15.8128,PRU,12.8949,TROW,11.4863
A1_PB,oos_quantum_cvar,0.05,10,501,26,0.023565208037725598,0.014547086311566024,0.2072775025254531,4.8244502554115964,ITW,28.92047039321145,AIG,1.856212753132606,0.0,True,ITW,28.9205,MCO,24.3733,BRK-B,23.0401
A1_PB,oos_classical_cvar,0.05,10,501,26,0.023822606697868697,0.014091374041561052,0.30549250506790154,3.2734027297256634,MCO,42.744303628211334,BAC,0.0,1.4563674731127827e-16,True,MCO,42.7443,ITW,26.5531,BRK-B,22.0216
A1_PB,oos_inverse_vol,0.05,10,501,26,0.026938453560556293,0.01572062006247574,0.10270237341237809,9.736873324092782,IVZ,11.751792832684128,AIG,7.257736413189499,0.0,True,IVZ,11.7518,TROW,11.6672,PRU,11.6547
A1_PC,initial_equal_weight,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
A1_PC,quantum_optimal,0.05,10,1005,51,0.031053865370286395,0.018468031620201122,0.17236479610668226,5.801648727510848,PG,25.195225143754474,UNH,4.147078374159104,1.1172351366194853e-16,True,PG,25.1952,LIN,21.8886,NEE,21.6802
A1_PC,classical_slsqp,0.05,10,1005,51,0.030823578698964967,0.018189738947814834,0.18713844012113118,5.3436375730861005,LIN,25.2521920883923,JPM,0.0,2.251164269948968e-16,True,LIN,25.2522,PG,24.75,NEE,19.0067
A1_PC,classical_markowitz,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
A1_PC,classical_risk_parity,0.05,10,1005,51,0.03420744303901089,0.018743045703303964,0.10040616291844158,9.959548009142477,XOM,10.969936538020306,NEE,8.693032941491225,2.0284748836660388e-16,True,XOM,10.9699,AAPL,10.6901,UNH,10.4275
A1_PC,oos_equal_weight,0.05,10,501,26,0.0193058855737227,0.013492446531317391,0.11314960805029288,8.837856509016971,AAPL,14.199459780164748,PG,1.9786183151379624,1.797092880668323e-16,True,AAPL,14.1995,CAT,13.6888,GOOGL,12.9747
A1_PC,oos_quantum_cvar,0.05,10,501,26,0.01779146061856332,0.011341264608051651,0.2349496994669965,4.256230172962917,NEE,31.970741277572586,UNH,1.3711211381952315,1.950063025367043e-16,True,NEE,31.9707,PG,30.3116,LIN,18.6901
A1_PC,oos_classical_cvar,0.05,10,501,26,0.01730441567263049,0.011574003206566064,0.24038414212075013,4.160008190131271,PG,41.22139471925409,MSFT,0.734810075286477,0.0,True,PG,41.2214,CAT,18.8436,NEE,15.9403
A1_PC,oos_inverse_vol,0.05,10,501,26,0.018674024949917108,0.013433162431575378,0.10815027958005662,9.246393110428947,UNH,14.337481648894848,PG,5.133299721994833,1.857899923159752e-16,True,UNH,14.3375,AAPL,13.1871,GOOGL,11.8873
A3_PA,initial_equal_weight,0.05,10,1005,51,0.03723227742586289,0.022051258028494364,0.11916193414456788,8.391941664750043,OXY,17.36475549015394,CLX,3.1364569994262825,0.0,True,OXY,17.3648,AAL,15.5182,NFLX,13.6632
A3_PA,quantum_optimal,0.05,10,1005,51,0.027681880696541778,0.016100899185368927,0.2111666148598958,4.735597057629006,CLX,30.572441481441608,AAP,1.9933774865330416,1.2533277597670296e-16,True,CLX,30.5724,CBOE,27.8529,CHRW,16.5266
A3_PA,classical_slsqp,0.05,10,1005,51,0.027168598140584223,0.015979470039889036,0.22309127780875068,4.48247017912224,CBOE,28.62139038308525,NFLX,0.0,1.277006245961162e-16,True,CBOE,28.6214,CLX,26.7612,CHRW,21.8125
A3_PA,classical_markowitz,0.05,10,1005,51,0.02789679400014914,0.01644103849374224,0.20101383205110562,4.974782032640225,CLX,30.898366566352237,OXY,3.402940804340109e-16,1.2436722843259128e-16,True,CLX,30.8984,CHRW,20.7856,NEM,17.7931
A3_PA,classical_risk_parity,0.05,10,1005,51,0.0327576194266054,0.019307688054749483,0.10180109832222996,9.823076729827712,NFLX,13.350974679423016,DXCM,8.640020696290469,0.0,True,NFLX,13.351,AAP,11.4209,CLX,10.3423
A3_PA,oos_equal_weight,0.05,10,501,26,0.027031708298093253,0.01718249094672937,0.1730902493002707,5.777332946497964,FMC,27.306487495021525,CBOE,-0.8938524875288832,1.2834730656657062e-16,True,FMC,27.3065,AAP,20.5083,DXCM,16.6545
A3_PA,oos_quantum_cvar,0.05,10,501,26,0.018367146156254528,0.014415579227201629,0.2172921048422769,4.602100019813686,CLX,35.47233450557654,NFLX,0.24511738559015642,1.8889417672390993e-16,True,CLX,35.4723,CBOE,23.8358,CHRW,11.6329
A3_PA,oos_classical_cvar,0.05,10,501,26,0.01886560599587444,0.014526547122628925,0.2033422516979272,4.917817087446926,CLX,31.328463794681277,NFLX,-0.0,0.0,True,CLX,31.3285,CBOE,22.2336,CHRW,14.53
A3_PA,oos_inverse_vol,0.05,10,501,26,0.024665935366934504,0.015720340504769066,0.1823850036986299,5.482906926121975,FMC,32.16546982835949,CBOE,0.8170910143466822,0.0,True,FMC,32.1655,AAP,19.7151,DXCM,14.1107
A3_PB,initial_equal_weight,0.05,10,1005,51,0.047654276217407164,0.02876418229521975,0.10539438359374595,9.488171626437023,IVZ,13.41977781089334,BRK-B,6.171807006993363,2.912181006485392e-16,True,IVZ,13.4198,AIG,12.535,AMP,12.2066
A3_PB,quantum_optimal,0.05,10,1005,51,0.03834301760926401,0.022004099490220013,0.20492159712524227,4.87991511889705,ITW,30.548738268309055,BAC,2.0855221659577747,1.8096890481125175e-16,True,ITW,30.5487,BRK-B,25.1561,MCO,19.4975
A3_PB,classical_slsqp,0.05,10,1005,51,0.037477020815738026,0.021803113174012616,0.27141821537855576,3.6843510985630337,MCO,34.27048764912978,AMP,3.4398653203361294e-16,0.0,True,MCO,34.2705,ITW,29.234,BRK-B,24.692
A3_PB,classical_markowitz,0.05,10,1005,51,0.03849497978524345,0.02237332849762955,0.1873479030432532,5.337663159054036,BRK-B,22.46475786644637,AIG,0.0,1.8025451481252582e-16,True,BRK-B,22.4648,MCO,22.1034,ITW,21.8127
A3_PB,classical_risk_parity,0.05,10,1005,51,0.04524799415641071,0.02681114399642238,0.10014861826856142,9.985160227756426,AIG,10.756527132869621,TROW,9.439218886294919,1.5335251944917379e-16,True,AIG,10.7565,L,10.4348,MCO,10.251
A3_PB,oos_equal_weight,0.05,10,501,26,0.028428089465468317,0.01686799161922508,0.10920009332215119,9.157501331522676,IVZ,15.812824674373182,BRK-B,6.053420875510422,1.220429166078093e-16,True,IVZ,15.8128,PRU,12.8949,TROW,11.4863
A3_PB,oos_quantum_cvar,0.05,10,501,26,0.023583296964641946,0.014569612891705313,0.20768371627130436,4.815013993170585,ITW,28.899964901381818,AIG,1.8766867732475065,1.4711458525731802e-16,True,ITW,28.9,MCO,24.5369,BRK-B,23.0238
A3_PB,oos_classical_cvar,0.05,10,501,26,0.023822606697868697,0.014091374041561052,0.30549250506790154,3.2734027297256634,MCO,42.744303628211334,BAC,0.0,1.4563674731127827e-16,True,MCO,42.7443,ITW,26.5531,BRK-B,22.0216
A3_PB,oos_inverse_vol,0.05,10,501,26,0.026938453560556293,0.01572062006247574,0.10270237341237809,9.736873324092782,IVZ,11.751792832684128,AIG,7.257736413189499,0.0,True,IVZ,11.7518,TROW,11.6672,PRU,11.6547
A3_PC,initial_equal_weight,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
A3_PC,quantum_optimal,0.05,10,1005,51,0.031057611492594416,0.018563876012441256,0.17344402065964976,5.765549000748235,PG,25.18352852630053,UNH,3.95378990901862,1.1171003774004903e-16,True,PG,25.1835,LIN,22.1752,NEE,21.7106
A3_PC,classical_slsqp,0.05,10,1005,51,0.030823578698964967,0.018189738947814834,0.18713844012113118,5.3436375730861005,LIN,25.2521920883923,JPM,0.0,2.251164269948968e-16,True,LIN,25.2522,PG,24.75,NEE,19.0067
A3_PC,classical_markowitz,0.05,10,1005,51,0.03512884619015783,0.019423875204799688,0.10286427026764959,9.72154857462199,AAPL,11.683918937022906,PG,5.975733441800612,1.9752695167799519e-16,True,AAPL,11.6839,JPM,11.397,XOM,11.2924
